"state","demographic_group","high_adi_predicted","low_adi_predicted","high_adi_observed","low_adi_observed","absolute_disparity_predicted","relative_disparity_predicted","absolute_disparity_observed","high_adi_mean_staternk","low_adi_mean_staternk","sample_size_high","sample_size_low"
"RI","Servicemember",0.98574708847739,0.986220591176675,0.962962962962963,0.971428571428571,0.000473502699285255,0.00048034907210992,0.00846560846560851,8.5222602739726,2.29230769230769,584,585
"NE","General_Population",0.982864865483046,0.983823056014619,0.98876404494382,0.974285714285714,0.000958190531572756,0.000974895497054762,-0.0144783306581059,8.1231884057971,1.87951807228916,414,415
"NE","Older_American",0.981967273275261,0.984540487101947,1,1,0.00257321382668585,0.00262046801020488,0,8.1231884057971,1.87951807228916,414,415
"NE","Servicemember",0.980667475942598,0.981307914687674,1,0.928571428571429,0.000640438745075578,0.000653064122943414,-0.0714285714285714,8.1231884057971,1.87951807228916,414,415
"SD","General_Population",0.981451523571686,0.982305800735339,0.96,0.955974842767296,0.00085427716365305,0.000870422168732565,-0.00402515723270436,7.26315789473684,2.13953488372093,171,172
"SD","Older_American",0.980738198191157,0.983021338136984,1,1,0.00228313994582763,0.00232798105553411,0,7.26315789473684,2.13953488372093,171,172
"SD","Servicemember",0.979008416795885,0.979579812179145,1,1,0.000571395383259787,0.000583647059061887,0,7.26315789473684,2.13953488372093,171,172
"WY","General_Population",0.975224121191098,0.976444289051589,0.955555555555556,0.991452991452991,0.00122016786049095,0.00125116661286095,0.0358974358974359,7.65972222222222,2.13793103448276,144,145
"WY","Older_American",0.974121032754365,0.977391961762758,0.888888888888889,0.666666666666667,0.00327092900839276,0.00335782607952129,-0.222222222222222,7.65972222222222,2.13793103448276,144,145
"WY","Servicemember",0.972025973174702,0.972840073113847,0.977777777777778,0.92,0.000814099939145607,0.000837528997796877,-0.0577777777777777,7.65972222222222,2.13793103448276,144,145
"MS","General_Population",0.985164763321856,0.986038874766208,0.992630385487528,0.988262910798122,0.000874111444352565,0.000887274369624436,-0.00436747468940635,7.9484481851657,1.37434279705573,1901,1902
"MS","Older_American",0.984427860479446,0.986763402297863,1,1,0.00233554181841655,0.00237248650935085,0,7.9484481851657,1.37434279705573,1901,1902
"MS","Servicemember",0.983246143214315,0.983831503993371,0.989247311827957,0.980132450331126,0.000585360779055799,0.000595334935301395,-0.00911486149683116,7.9484481851657,1.37434279705573,1901,1902
"AK","General_Population",0.982807411447053,0.983558555550832,0.974358974358974,0.985815602836879,0.0007511441037793,0.000764284126300252,0.0114566284779051,7.14035087719298,2.29239766081871,171,171
